order_id,customer_id,order_date,order_status,payment_method,discount_amount,shipping_cost
O000487,C00652,2025-06-03,Completed,Credit Card,10.45,111.45
O000488,C09562,2026-07-13,Completed,Credit Card,55.39,84.33
O000490,C09276,2026-02-23,In Transit,Debit Card,53.42,82.64
O000491,C05485,2026-05-27,Completed,Credit Card,22.78,103.0
O000492,C05339,2026-08-14,Completed,UPI,45.12,100.86
O000493,C07160,2026-08-16,Completed,Credit Card,0.61,148.61
O000495,C06186,2026-02-19,Completed,UPI,30.65,113.24
O000496,C04272,2026-04-02,Completed,UPI,118.09,77.78
O000497,C01129,2026-07-07,Completed,Credit Card,112.27,99.23
O000499,C01294,2025-10-18,Completed,UPI,100.31,63.6
O000500,C07293,2026-08-26,Completed,UPI,38.43,124.41
O000501,C05284,2026-05-01,In Transit,Credit Card,54.64,98.0
O000502,C03889,2026-01-19,Completed,UPI,169.01,114.13
O000503,C06142,2025-04-16,Completed,Debit Card,82.93,52.29
O000505,C09427,2026-05-04,Completed,Debit Card,27.94,72.59
O000506,C02685,2025-09-22,Completed,COD,58.45,91.99
O000507,C09486,2026-07-10,Completed,UPI,94.18,124.51
O000508,C09621,2025-12-29,Completed,COD,53.12,102.97
O000509,C08168,2026-08-23,Completed,Credit Card,127.2,68.45
O000510,C08841,2025-01-15,Completed,Credit Card,26.29,130.32
O000511,C06947,2026-01-23,Completed,UPI,49.97,134.28
O000512,C00408,2026-04-27,Returned,Credit Card,79.76,88.79
O000513,C05771,2025-01-22,Returned,UPI,59.5,148.91
O000514,C07494,2026-03-28,Completed,Credit Card,40.91,120.94
O000515,C09432,2025-11-04,Returned,UPI,39.84,76.99
O000516,C05724,2026-06-15,Cancelled,Credit Card,81.96,106.29
O000517,C07985,2026-03-16,Completed,UPI,114.89,133.75
O000518,C07074,2026-04-30,Completed,COD,24.69,148.56
O000519,C02851,2025-10-28,Completed,Credit Card,162.04,123.58
O000520,C01553,2025-03-30,Completed,UPI,131.54,135.3
O000521,C07529,2026-07-24,Completed,UPI,20.58,40.38
O000522,C02367,2026-08-06,Completed,Credit Card,5.49,66.23
O000523,C02476,2025-06-08,Completed,UPI,114.92,147.38
O000524,C06463,2025-01-10,Returned,Credit Card,64.79,124.21
O000525,C07928,2025-12-09,Completed,UPI,119.54,105.78
O000526,C05838,2026-07-10,Completed,Credit Card,89.31,89.16
O000527,C08879,2026-08-28,Completed,UPI,24.67,67.85
O000528,C02160,2026-04-06,Completed,UPI,2.24,121.62
O000529,C02560,2025-12-25,Completed,UPI,40.06,42.42
O000530,C06391,2025-07-27,Completed,COD,46.36,51.45
O000531,C08324,2026-02-14,Completed,Credit Card,84.24,120.93
O000532,C05414,2026-01-23,In Transit,UPI,114.22,107.27
O000533,C00109,2026-03-14,Completed,UPI,25.21,103.23
O000534,C06790,2025-09-08,Completed,Credit Card,132.84,41.04
O000535,C08168,2026-08-26,Completed,Credit Card,117.41,77.35
O000536,C02807,2025-10-01,Completed,Credit Card,177.31,122.79
O000537,C00565,2026-08-24,Completed,UPI,39.66,77.69
O000538,C05186,2026-06-15,Completed,UPI,4.46,107.44
O000539,C00441,2026-06-30,In Transit,COD,96.6,69.2
O000540,C04182,2026-06-05,In Transit,UPI,128.54,117.28
O000541,C00184,2025-10-24,In Transit,UPI,61.64,40.84
O000542,C02287,2025-10-05,Completed,Credit Card,41.61,101.97
O000543,C03917,2025-03-26,Completed,UPI,52.91,143.38
O000545,C01151,2025-03-18,Completed,Credit Card,15.23,135.52
O000546,C08299,2025-08-28,Completed,UPI,61.02,91.36
O000547,C00429,2026-05-26,Completed,Credit Card,80.91,122.26
O000548,C06912,2026-03-31,Completed,Credit Card,2.5,70.61
O000549,C08175,2025-12-13,Completed,Debit Card,159.02,70.46
O000550,C01313,2026-08-11,Completed,Debit Card,170.8,76.15
O000551,C01998,2026-02-23,Completed,Credit Card,1.99,54.05
O000552,C06438,2026-06-16,Completed,UPI,148.34,63.59
O000553,C03195,2025-10-24,Completed,Credit Card,55.09,50.44
O000554,C04780,2025-05-29,Completed,UPI,177.29,69.43
O000555,C08389,2026-07-01,Completed,UPI,53.59,139.67
O000556,C01385,2025-09-13,Completed,Credit Card,136.1,124.19
O000557,C06212,2026-02-08,Completed,Debit Card,88.91,113.02
O000558,C09441,2025-09-23,Completed,Credit Card,48.95,112.12
O000559,C00596,2026-04-29,Returned,Credit Card,85.32,119.81
O000560,C00617,2026-01-10,In Transit,Debit Card,176.6,82.43
O000562,C09613,2026-05-25,Completed,UPI,114.56,111.19
O000563,C02249,2025-06-21,Completed,UPI,102.75,70.07
O000564,C03340,2026-08-17,Completed,Credit Card,49.13,101.13
O000565,C01009,2026-04-16,Completed,UPI,81.25,87.08
O000566,C03648,2025-11-20,Completed,Debit Card,45.7,147.96
O000567,C00464,2025-07-24,Completed,Credit Card,58.13,42.7
O000568,C03919,2026-03-09,Completed,UPI,101.39,78.87
O000569,C05571,2026-07-27,In Transit,UPI,166.03,45.83
O000570,C09758,2025-06-22,In Transit,UPI,145.06,108.47
O000571,C08214,2025-10-23,Completed,UPI,96.51,92.68
O000572,C08255,2025-04-07,In Transit,Debit Card,49.42,131.9
O000573,C02315,2025-04-07,Completed,Debit Card,37.49,51.57
O000575,C06050,2026-01-06,Completed,Credit Card,52.33,55.26
O000576,C05218,2026-01-18,Completed,UPI,5.17,84.92
O000577,C05170,2026-06-03,Completed,UPI,42.3,142.24
O000578,C01100,2025-06-03,Completed,COD,72.58,141.0
O000580,C01513,2026-07-09,Returned,UPI,99.59,69.11
O000582,C00640,2026-04-04,Completed,Credit Card,43.42,87.83
O000583,C08605,2025-05-26,Completed,UPI,28.82,118.75
O000584,C00136,2026-01-05,Completed,UPI,21.32,64.57
O000585,C09412,2026-04-16,Completed,UPI,149.45,98.38
O000586,C08669,2026-03-19,In Transit,UPI,67.99,85.1
O000587,C07548,2026-05-02,In Transit,UPI,4.85,98.08
O000588,C09830,2026-02-02,Cancelled,Debit Card,27.52,54.93
O000589,C00562,2025-12-11,In Transit,COD,1.5,96.08
O000591,C08528,2026-05-15,Completed,UPI,94.71,45.51
O000592,C01274,2025-05-16,Completed,Credit Card,170.01,132.81
O000595,C04366,2026-08-19,In Transit,Credit Card,173.24,123.19
O000596,C09154,2026-07-03,In Transit,Debit Card,12.82,119.37
O000597,C05405,2026-08-11,Cancelled,Credit Card,16.27,132.38
O000598,C00955,2026-01-06,Completed,UPI,29.03,84.53
O000599,C09392,2026-05-12,In Transit,Credit Card,110.48,126.49
O000600,C01892,2025-06-20,Completed,UPI,93.48,130.56
O000603,C08808,2026-03-06,In Transit,Debit Card,22.01,141.67
O000604,C06791,2025-11-17,Completed,Credit Card,62.86,130.8
O000605,C07462,2026-08-07,Completed,Debit Card,86.63,49.6
O000606,C07020,2025-03-23,Completed,Debit Card,89.31,67.93
O000607,C04619,2026-08-21,Completed,Credit Card,49.58,119.35
O000608,C02785,2026-02-20,Completed,Debit Card,83.49,104.0
O000609,C02888,2025-12-30,Completed,UPI,8.89,133.15
O000611,C06280,2025-09-29,Completed,UPI,89.67,66.17
O000612,C05863,2025-04-26,Completed,UPI,54.83,94.42
O000613,C06554,2026-07-05,Completed,Credit Card,44.77,65.25
O000615,C07508,2026-06-19,Completed,Debit Card,76.6,79.76
O000616,C01062,2026-01-29,Completed,UPI,50.97,57.49
O000617,C03655,2026-04-16,Completed,Debit Card,34.49,138.79
O000618,C02676,2026-07-10,Completed,UPI,83.16,114.05
O000619,C05400,2026-07-21,In Transit,UPI,37.55,110.58
O000620,C00629,2026-05-08,Completed,COD,32.57,53.62
O000621,C07645,2025-09-05,Completed,Credit Card,73.27,84.51
O000622,C01073,2026-02-18,Completed,COD,12.41,129.26
O000623,C02751,2025-05-22,Completed,UPI,19.17,50.55
O000624,C07865,2025-04-26,Completed,Credit Card,45.13,94.65
O000625,C00540,2025-11-08,Completed,UPI,52.1,134.26
O000626,C06629,2026-04-23,In Transit,Credit Card,130.11,73.02
O000627,C09266,2026-02-25,Completed,Credit Card,57.26,133.63
O000628,C06196,2026-02-16,Completed,Debit Card,104.86,102.97
O000629,C07153,2025-01-16,Returned,UPI,100.54,114.09
O000630,C07967,2025-09-24,Completed,UPI,78.51,101.49
O000631,C02265,2026-08-26,Completed,UPI,93.93,73.14
O000633,C03134,2026-06-24,In Transit,UPI,30.65,104.03
O000634,C02526,2026-01-22,Completed,UPI,43.76,94.16
O000636,C05869,2025-04-15,Completed,UPI,52.28,128.65
O000637,C07989,2026-05-28,Completed,Debit Card,119.33,83.9
O000638,C08787,2025-05-20,Completed,COD,25.88,49.82
O000639,C04300,2026-01-24,In Transit,Debit Card,78.21,84.7
O000640,C03758,2025-10-29,Completed,Credit Card,8.74,113.42
O000641,C06895,2026-01-26,Returned,Credit Card,42.37,59.56
O000642,C07837,2026-02-21,Completed,Debit Card,48.51,109.21
O000643,C02569,2026-01-22,In Transit,UPI,161.04,40.47
O000644,C03020,2026-05-23,Completed,UPI,51.29,143.71
O000645,C05340,2026-08-30,Completed,UPI,52.79,124.92
O000647,C07081,2026-01-05,Returned,UPI,48.01,111.99
O000648,C05047,2025-11-13,Completed,Debit Card,134.59,131.65
O000649,C01127,2026-08-06,Completed,UPI,17.44,85.0
O000650,C01679,2026-07-23,Completed,Credit Card,29.74,81.78
O000651,C09043,2026-07-13,Completed,UPI,30.15,133.75
O000652,C02308,2025-05-22,Completed,Credit Card,10.39,142.62
O000653,C00521,2026-08-29,Completed,UPI,4.22,65.45
O000654,C07341,2026-04-02,In Transit,UPI,173.1,103.2
O000655,C06854,2025-03-31,Completed,Debit Card,75.36,91.46
O000656,C06015,2025-10-31,Completed,UPI,137.41,84.86
O000657,C05024,2026-04-04,Completed,Credit Card,69.03,86.58
O000658,C09702,2026-05-20,Returned,Credit Card,50.71,85.85
O000660,C05106,2026-02-26,Completed,UPI,51.6,140.04
O000661,C05658,2026-06-07,Completed,UPI,14.76,91.58
O000663,C04142,2025-07-18,Completed,Credit Card,104.04,96.2
O000664,C07865,2025-11-03,Completed,Credit Card,53.57,124.72
O000665,C04727,2026-04-22,Completed,Credit Card,49.27,82.01
O000666,C08782,2025-03-20,Cancelled,UPI,7.72,78.39
O000667,C06472,2025-10-28,Returned,UPI,52.03,56.64
O000669,C08079,2026-01-21,Completed,Credit Card,38.79,119.7
O000670,C06916,2026-05-12,Completed,Debit Card,158.72,46.38
O000671,C07515,2025-09-03,Completed,Debit Card,21.27,105.07
O000672,C06981,2026-01-18,Completed,UPI,75.24,139.15
O000673,C05520,2025-11-21,Completed,Credit Card,33.21,147.29
O000674,C05682,2026-08-20,In Transit,Debit Card,54.43,83.93
O000675,C01940,2025-01-01,Returned,UPI,83.63,102.54
O000676,C08303,2026-08-11,Completed,Credit Card,21.86,65.82
O000677,C03162,2026-05-15,Completed,Credit Card,120.97,70.55
O000678,C05370,2025-11-08,Completed,Credit Card,81.78,93.62
O000679,C02526,2025-12-30,Completed,UPI,36.1,52.47
O000680,C06987,2026-08-26,Completed,Credit Card,7.98,89.16
O000681,C09760,2025-11-20,Completed,UPI,22.73,40.78
O000682,C08054,2026-04-11,Completed,Credit Card,82.63,78.52
O000683,C06208,2026-03-30,Completed,Credit Card,74.12,74.36
O000684,C05694,2026-01-26,Returned,UPI,123.51,107.08
O000685,C04910,2025-09-08,In Transit,Debit Card,38.84,43.83
O000686,C02096,2026-02-12,Completed,COD,6.03,134.89
O000687,C03523,2025-05-04,In Transit,UPI,115.19,104.85
O000688,C04089,2025-08-07,Completed,UPI,41.02,48.89
O000689,C09462,2025-06-23,Completed,UPI,8.91,72.97
O000690,C04275,2025-07-04,Completed,UPI,105.08,85.86
O000691,C05877,2026-05-02,Completed,UPI,81.07,126.96
O000692,C09243,2025-08-16,Completed,UPI,7.09,67.34
O000693,C05190,2026-02-11,Completed,Credit Card,23.7,120.21
O000694,C02547,2026-06-25,Completed,Credit Card,60.98,127.59
O000695,C03839,2025-04-21,In Transit,Credit Card,65.33,99.79
O000696,C03786,2026-07-12,Completed,UPI,65.01,73.94
O000697,C07176,2026-03-27,Completed,Credit Card,87.73,83.72
O000698,C03010,2026-04-04,Completed,Debit Card,5.16,72.65
O000699,C07334,2026-05-01,Completed,COD,56.87,142.74
O000700,C08922,2025-09-13,Completed,Debit Card,132.41,74.34
O000701,C03396,2025-07-02,Completed,Debit Card,6.99,57.01
O000702,C01361,2025-12-18,Completed,Credit Card,34.52,67.63
O000704,C03633,2026-07-09,Completed,Credit Card,74.38,68.76
O000705,C05349,2025-11-14,In Transit,UPI,36.15,104.31
O000706,C06362,2026-02-24,Completed,Credit Card,45.06,60.98
O000707,C04102,2026-02-11,Completed,Credit Card,40.84,96.42
O000708,C09268,2026-08-28,Completed,UPI,64.3,60.6
O000709,C04020,2025-10-09,Completed,Debit Card,35.75,102.84
O000710,C03116,2025-02-19,Completed,Credit Card,17.21,85.82
O000711,C08886,2026-05-14,Completed,Debit Card,31.35,125.68
O000712,C01369,2026-02-23,Completed,Credit Card,151.4,89.92
O000713,C01249,2026-04-08,Cancelled,UPI,40.53,103.57
O000714,C09378,2026-03-27,Completed,UPI,24.19,77.46
O000715,C02138,2025-03-13,Completed,Debit Card,6.04,103.89
O000716,C01497,2025-03-04,Completed,COD,70.94,139.66
O000717,C05364,2026-08-16,Completed,UPI,46.73,94.85
O000718,C00491,2026-04-22,Completed,UPI,31.36,43.59
O000719,C06218,2026-01-24,Completed,Debit Card,12.08,58.48
O000720,C04538,2025-03-28,Completed,Debit Card,10.01,106.92
O000721,C06426,2026-07-01,Completed,Credit Card,14.23,60.55
O000722,C02877,2026-07-30,Returned,UPI,35.11,126.83
O000723,C09084,2025-09-09,Completed,Debit Card,104.03,89.32
O000724,C02745,2026-01-27,Completed,COD,92.2,65.57
O000725,C06399,2026-08-18,Completed,COD,101.92,50.66
O000726,C09468,2026-08-23,Cancelled,Debit Card,23.79,90.75
O000727,C04032,2025-06-09,Completed,UPI,78.31,72.46
O000728,C01631,2025-08-18,Returned,UPI,11.55,145.35
O000729,C00703,2026-08-03,Completed,UPI,168.07,111.34
O000730,C09641,2026-08-20,Completed,UPI,26.44,54.92
O000731,C07658,2026-06-30,Completed,Debit Card,13.53,146.66
O000733,C07012,2025-12-24,Completed,Credit Card,61.68,119.25
O000734,C03461,2025-07-21,Completed,Debit Card,83.59,134.32
O000735,C01240,2025-04-06,Completed,Credit Card,39.62,125.77
O000736,C09308,2026-07-14,Completed,Debit Card,82.1,41.14
O000737,C04909,2026-04-20,Returned,UPI,104.58,136.85
O000738,C03991,2026-07-31,Completed,COD,58.68,51.36
O000739,C05796,2026-02-08,In Transit,UPI,25.08,42.81
O000740,C01074,2025-03-14,Completed,UPI,23.25,125.3
O000741,C03136,2026-07-31,Completed,Debit Card,62.58,117.64
O000742,C06402,2026-07-25,Completed,Debit Card,108.27,66.95
O000743,C01024,2026-04-12,In Transit,UPI,95.63,130.29
O000744,C01360,2026-02-18,Completed,Credit Card,91.03,118.39
O000745,C05110,2026-04-21,Completed,Debit Card,56.47,88.06
O000746,C06251,2025-01-05,Completed,UPI,56.93,81.02
O000748,C00345,2025-05-25,Completed,UPI,46.85,91.83
O000750,C00287,2026-06-27,Completed,Credit Card,83.45,143.61
O000751,C00016,2026-05-08,Completed,UPI,13.8,130.22
O000752,C03273,2025-08-10,Completed,UPI,57.99,149.15
O000753,C02267,2026-07-21,Completed,UPI,73.15,87.64
O000757,C07762,2025-10-18,Completed,Credit Card,112.19,83.92
O000758,C09116,2025-02-28,Completed,Debit Card,56.44,73.48
O000759,C01935,2025-04-13,Returned,UPI,128.17,41.71
O000760,C04897,2025-09-18,Completed,UPI,8.01,67.16
O000761,C06446,2026-04-15,Cancelled,UPI,61.39,93.72
O000762,C03351,2026-04-30,In Transit,Credit Card,45.03,141.23
O000764,C07076,2026-04-03,Completed,Debit Card,75.55,112.38
O000765,C04231,2025-03-15,Completed,COD,52.54,46.49
O000766,C00901,2026-08-19,Completed,UPI,14.23,44.88
O000767,C00118,2025-10-24,Completed,COD,93.31,114.24
O000768,C03719,2026-08-03,Completed,UPI,16.68,107.96
O000769,C00835,2026-04-29,Completed,Credit Card,112.99,77.0
O000770,C07849,2026-07-23,Completed,UPI,148.15,108.82
O000771,C03379,2025-04-10,Cancelled,UPI,63.89,76.84
O000772,C06684,2026-08-03,Completed,UPI,142.79,53.37
O000773,C03507,2026-01-18,Completed,Credit Card,57.69,106.65
O000774,C08001,2025-09-08,Completed,COD,45.86,57.32
O000776,C08405,2025-01-25,In Transit,UPI,64.68,93.85
O000777,C04859,2026-03-04,Completed,Debit Card,52.55,105.89
O000778,C00854,2025-11-21,In Transit,UPI,82.1,94.59
O000779,C03746,2025-02-15,Returned,Debit Card,90.12,147.29
O000780,C04262,2026-04-08,Completed,COD,28.64,106.19
O000781,C09616,2026-08-11,Completed,Debit Card,39.44,105.91
O000783,C06433,2026-08-05,In Transit,Credit Card,85.88,85.75
O000784,C07854,2025-07-19,Completed,Credit Card,99.87,126.98
O000785,C05701,2026-07-15,In Transit,Credit Card,89.83,48.56
O000786,C06002,2026-08-09,Completed,COD,76.27,51.68
O000787,C02482,2026-03-13,Completed,COD,9.72,137.68
O000789,C07245,2025-10-13,Completed,COD,1.27,72.92
O000790,C08524,2025-02-04,Completed,UPI,24.98,93.68
O000791,C04142,2025-11-04,Returned,Credit Card,75.1,91.64
O000792,C05505,2026-01-07,Completed,Debit Card,86.24,136.2
O000794,C04514,2025-05-09,Completed,Debit Card,65.84,43.41
O000795,C02138,2025-06-18,In Transit,Debit Card,39.05,67.18
O000796,C07614,2025-09-30,In Transit,UPI,69.31,76.16
O000797,C04931,2026-08-26,In Transit,COD,3.28,77.75
O000798,C05488,2025-10-06,Completed,UPI,26.65,130.11
O000799,C00381,2026-03-22,Completed,Debit Card,97.53,54.63
O000800,C06241,2025-10-02,Completed,COD,82.67,45.6
O000801,C02069,2025-07-10,Returned,Debit Card,30.3,73.26
O000802,C03864,2026-05-01,Completed,Credit Card,13.85,42.36
O000803,C04151,2026-08-08,Completed,Debit Card,86.09,140.2
O000804,C04500,2025-11-09,In Transit,Debit Card,71.73,53.9
O000806,C08535,2026-01-27,In Transit,UPI,149.71,46.82
O000807,C04295,2026-07-14,Completed,UPI,63.56,52.08
O000808,C06135,2026-02-27,Completed,Credit Card,21.86,130.68
O000809,C06152,2025-01-01,Completed,Debit Card,116.94,127.08
O000810,C06086,2026-08-12,Completed,UPI,79.21,100.13
O000811,C05611,2026-07-14,In Transit,Credit Card,113.77,88.13
O000812,C08260,2026-04-06,Completed,UPI,48.66,59.03
O000813,C08157,2026-08-25,Completed,Credit Card,123.59,96.81
O000814,C04192,2026-08-10,Completed,Credit Card,158.62,84.37
O000815,C06380,2025-05-05,Completed,Debit Card,10.82,81.91
O000816,C01043,2026-07-15,Completed,Credit Card,44.12,109.86
O000817,C00930,2026-05-22,Cancelled,Credit Card,31.06,52.9
O000818,C04813,2026-08-20,Completed,UPI,12.49,43.68
O000819,C09030,2025-04-03,Completed,Credit Card,86.14,46.32
O000820,C06530,2026-08-13,Completed,UPI,112.29,138.23
O000821,C06718,2025-10-25,Completed,Credit Card,140.51,92.91
O000822,C01586,2025-12-21,Completed,Credit Card,141.29,130.99
O000825,C07867,2026-04-14,In Transit,UPI,154.73,117.04
O000827,C05410,2025-09-16,In Transit,Debit Card,16.81,56.84
O000828,C09141,2025-02-05,Completed,Debit Card,69.73,54.54
O000829,C08955,2025-12-01,Completed,UPI,12.5,135.16
O000830,C08556,2026-02-08,Completed,COD,15.85,67.04
O000831,C03778,2026-08-28,In Transit,Debit Card,117.83,101.5
O000833,C08084,2025-06-15,Completed,Debit Card,26.14,146.66
O000834,C08547,2025-07-21,In Transit,COD,47.8,93.06
O000835,C09342,2025-10-23,Completed,UPI,22.17,100.38
O000836,C09389,2026-05-24,Completed,UPI,36.4,59.22
O000837,C02428,2025-12-05,In Transit,UPI,21.87,112.45
O000838,C01286,2026-03-12,Completed,UPI,13.93,91.15
O000839,C06930,2026-05-18,Returned,Debit Card,46.29,72.31
O000840,C05651,2025-12-01,Completed,UPI,63.77,58.37
O000841,C03312,2026-06-29,Completed,Debit Card,79.6,96.83
O000842,C06859,2025-10-30,Completed,Debit Card,51.28,102.17
O000843,C00638,2025-04-11,Returned,Credit Card,19.26,123.2
O000844,C00494,2026-05-15,Completed,UPI,82.15,79.88
O000845,C03579,2026-04-14,Completed,Debit Card,107.95,128.99
O000847,C07215,2026-06-08,Completed,Credit Card,112.25,143.42
O000848,C09497,2026-01-22,Completed,Credit Card,30.33,42.75
O000849,C06641,2026-07-06,In Transit,UPI,90.8,126.92
O000851,C00068,2026-01-06,Completed,COD,5.96,65.48
O000852,C05128,2026-03-20,Completed,UPI,42.88,132.45
O000853,C08198,2025-06-26,Completed,UPI,162.88,137.2
O000855,C02311,2026-08-03,Completed,UPI,40.38,121.34
O000856,C08521,2026-01-20,Completed,UPI,94.88,109.46
O000857,C09652,2026-06-18,Returned,UPI,100.73,123.83
O000858,C02830,2026-08-07,Completed,UPI,141.27,90.83
O000859,C02120,2026-08-18,Cancelled,Credit Card,16.97,135.39
O000860,C03422,2025-01-19,Completed,UPI,0.7,93.69
O000861,C00650,2025-10-03,Completed,UPI,23.75,87.63
O000862,C08766,2025-11-20,Completed,Credit Card,109.49,83.39
O000863,C09308,2026-08-23,Completed,UPI,73.08,75.92
O000864,C06355,2026-03-08,In Transit,UPI,142.76,140.0
O000865,C07662,2026-08-01,In Transit,UPI,12.92,73.84
O000866,C06713,2026-06-27,In Transit,Debit Card,69.43,112.07
O000867,C03803,2025-11-02,Completed,UPI,92.63,52.42
O000868,C06341,2025-11-17,Completed,UPI,52.19,70.1
O000869,C08392,2026-06-25,Completed,Credit Card,68.05,115.53
O000870,C08135,2026-08-29,Completed,Debit Card,113.9,129.32
O000872,C04640,2026-08-28,Completed,Credit Card,94.75,114.29
O000874,C07543,2025-04-17,Completed,UPI,102.07,144.3
O000876,C03541,2026-08-12,Completed,Debit Card,0.3,140.8
O000877,C07085,2025-09-15,Completed,Credit Card,121.62,92.69
O000880,C08937,2026-06-10,In Transit,Credit Card,106.2,53.85
O000881,C01140,2026-06-02,Completed,Credit Card,11.35,43.21
O000882,C00186,2025-04-22,Completed,UPI,50.74,123.77
O000883,C01445,2025-11-24,Completed,Debit Card,112.46,60.04
O000884,C01659,2026-08-07,Completed,UPI,114.51,54.74
O000885,C05398,2025-09-30,Completed,Debit Card,22.49,118.57
O000886,C06269,2026-08-13,Completed,Debit Card,74.39,57.76
O000887,C04499,2026-02-14,Returned,Debit Card,83.24,142.7
O000888,C02086,2026-08-17,Completed,UPI,73.59,99.8
O000889,C01325,2025-12-24,In Transit,Credit Card,10.91,93.14
O000890,C04933,2026-07-13,Completed,Credit Card,104.22,93.55
O000892,C03083,2026-08-19,Completed,UPI,26.04,57.91
O000894,C00819,2025-11-26,Completed,Debit Card,30.96,83.08
O000895,C00272,2025-08-13,In Transit,Credit Card,50.59,98.21
O000896,C01066,2026-04-30,Completed,Credit Card,19.17,49.78
O000897,C07448,2026-04-03,Completed,COD,34.25,106.58
O000898,C03480,2025-01-29,Completed,Credit Card,35.92,53.2
O000899,C00287,2026-06-24,Completed,UPI,128.66,82.98
O000900,C05088,2026-01-10,Completed,Credit Card,126.91,90.84
